time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.3600000000000025,0.530308352713,-3.36501287507,20.7609649741,6.17237168368,6.21571686722,0.0,0.893687363488,-2.66711407166,5.34301454695,-0.0785202136884,0.034230961184,0.0,438.8055963002155,439.1826343133598,439.3806857561964,436.93029025645194
3.4200000000000026,0.585142305472,-3.52724286683,21.0819785987,6.16792813699,6.21830467861,0.0,0.933876521065,-2.74098092189,5.35723655722,-0.0663714601234,0.0567126061768,0.0,440.02602253306924,441.884537586258,441.568913885203,442.56578851443385
3.4800000000000026,0.642336157671,-3.69399515609,21.4038696364,6.16397292294,6.2213648862,0.0,0.972267377362,-2.81781054807,5.3722715635,-0.065033148723,0.0360227435497,0.0,442.9634557217167,441.2600453712673,442.2048817840034,442.3118889299273
3.5400000000000027,0.702150489597,-3.86615959225,21.7326483749,6.16053701093,6.22341169237,0.0,1.02120675573,-2.92134386428,5.58579815504,-0.0450594396569,0.0299926048199,0.0,502.6191329866693,502.18217840271205,501.03461863010364,502.4829186952216
3.6000000000000028,0.764780828716,-4.04448285399,22.0730874744,6.15828135722,6.22596884592,0.0,1.06614089674,-3.02297608755,5.76113638754,-0.0257681928885,0.0602420665795,0.0,492.1564412296196,494.39136084917544,493.0932833997946,494.5159951418501
3.660000000000003,0.83013060386,-4.22916893458,22.4256704328,6.15680114714,6.22901392097,0.0,1.11166539616,-3.13331158349,5.99029973316,-0.0225601293393,0.013821458811,0.0,511.9576309177891,508.6444546727754,510.8985915193558,511.1273077541403
3.720000000000003,0.897791151117,-4.41969354547,22.7854716446,6.15519984714,6.22987134719,0.0,1.14359077138,-3.21768843156,6.00289783054,-0.0365817492869,0.0152122450375,0.0,448.84841131377823,448.9611804069322,450.41737026572997,449.2815246903932
3.780000000000003,0.967531006478,-4.61576427989,23.1494157117,6.15280504083,6.23077134347,0.0,1.18091965473,-3.31820749671,6.12772947214,-0.047583596128,0.0145719213366,0.0,483.9910382299423,483.94270831194484,484.17239111739235,483.34309153933395
3.840000000000003,1.03937333772,-4.81764393772,23.5186497919,6.15082262369,6.23153092308,0.0,1.21371315637,-3.41135232497,6.17963417441,-0.0135890256251,0.00853109840953,0.0,463.5121449155792,463.0369284535123,462.8386599397805,465.5064267847214
3.900000000000003,1.11314347345,-5.02510162581,23.8905569755,6.1501304623,6.2329633394,0.0,1.2451621583,-3.50401864171,6.21695728686,-0.00771734761565,0.0440458298989,0.0,459.15264415548165,461.96231748568124,459.39724253939465,459.8628222150169
3.960000000000003,1.18893779783,-5.23861251766,24.2681625976,6.14960016859,6.23579150032,0.0,1.28094595472,-3.61302746025,6.36892450365,-0.0111799592677,0.0526916484729,0.0,493.80847956549513,494.44705459985784,495.5437467030205,495.28922580059975
4.020000000000002,1.26678032431,-5.45861068893,24.6542581078,6.14917105717,6.23899510823,0.0,1.31340279921,-3.72028167625,6.50005874996,-0.000115564559854,0.0547609012582,0.0,490.7589041529684,490.9140831644776,490.043262792938,490.8653250571001
4.080000000000001,1.34629466962,-5.68445479313,25.0436512802,6.14882983418,6.24246141563,0.0,1.3367705935,-3.80797716991,6.47977398322,-0.0201880237084,0.0631980125398,0.0,445.9592663820817,446.6503514398046,447.5088040797552,445.87156922508393
4.14,1.42717310224,-5.91568167668,25.4325005343,6.14716821725,6.2461816312,0.0,1.358820373,-3.89978827696,6.48175765793,-0.0502146858757,0.0595020408669,0.0,453.72703192056366,453.4328062067826,454.48938221048934,452.0753986659944
4.199999999999998,1.50938740649,-6.1527820751,25.8237246385,6.14420036953,6.24977748442,0.0,1.38125804204,-4.00385914686,6.55841531696,-0.0480042343001,0.0607747136007,0.0,476.1880675227911,476.2877059107803,476.72152392720295,476.8890955267755
4.259999999999997,1.59266547661,-6.39533104947,26.2133255974,6.14124795937,6.25344616802,0.0,1.39442789859,-4.08149333244,6.4289312148,-0.0517266449032,0.0618743430554,0.0,411.90583951258617,412.0060913076117,412.08790729972117,411.75691278377593
4.319999999999996,1.67677406991,-6.64306496302,26.5984034837,6.13803099334,6.25694024811,0.0,1.4088653673,-4.17666566733,6.40696146219,-0.0576898172432,0.0497295946939,0.0,446.1567462858628,445.16612346689146,446.8819732416799,446.39360883579997
4.379999999999995,1.76160007272,-6.8960929469,26.9788055987,6.13450841419,6.26024268252,0.0,1.41845171214,-4.25803279625,6.27373324357,-0.0608306208915,0.0639690858377,0.0,408.74736243126483,410.0170513528707,409.3315425607516,409.049125713553
4.439999999999993,1.84704420901,-7.15470291355,27.355403022,6.13133379767,6.26429354221,0.0,1.42931016289,-4.36267657891,6.27928911948,-0.0405143824678,0.0737966719367,0.0,453.09284273429193,453.88573970551744,453.0308574009356,454.6600004029412
4.499999999999992,1.93306184797,-7.41967543365,27.7323782564,6.12896946995,6.26845563609,0.0,1.43753511032,-4.47004763014,6.28634625157,-0.037275586083,0.0585894057556,0.0,455.34867293846395,454.13366225141493,454.2678887819666,454.5268491610139
4.559999999999991,2.01948505495,-7.69103051007,28.1089581739,6.12679078878,6.27208198154,0.0,1.44291616035,-4.57543472466,6.26627021767,-0.0344498559547,0.063901721263,0.0,446.0278304283117,446.46415141459926,446.5170434153636,446.7469783071033
4.6199999999999894,2.10614880405,-7.96855827636,28.4829728819,6.1246415092,6.27673700079,0.0,1.445517994,-4.67583259114,6.20111717673,-0.0387152358895,0.0962273183628,0.0,431.03052123007814,433.75914360353556,431.6444469564694,431.2836241804622
4.679999999999988,2.19289410832,-8.25243064537,28.8546840309,6.12260512033,6.28258643779,0.0,1.4454636433,-4.7868991672,6.18916344531,-0.0257842145548,0.0999027456106,0.0,447.8912178906251,448.1981589685478,448.70682709554563,449.75514410727027
4.739999999999987,2.27952797879,-8.54287515912,29.2247176946,6.12126524885,0.0057880968456,0.0,1.44179758772,-4.89488252464,6.14541578335,-0.0161925020435,0.117075569973,0.0,438.41600045289135,439.8508225534704,437.67248832294104,438.47023327401547
4.799999999999986,2.36581128494,-8.84023055002,29.5944370969,6.12005388747,0.0124358455097,0.0,1.43364539939,-5.0171816375,6.17823570084,-0.0297035146294,0.0936942216311,0.0,464.2965587935798,462.46812706388204,462.20494345724074,461.1386564348996
4.859999999999984,2.45149859484,-9.14475541153,29.9647381843,6.11820099347,0.017805844272,0.0,1.42210285151,-5.133959691,6.16503601508,-0.0333479154108,0.0794202415658,0.0,448.41324233463513,447.25843751110625,450.0580765801159,449.76262153416906
4.919999999999983,2.5364418624,-9.4559668951,30.3319198697,6.11621790951,0.0230860481351,0.0,1.40893639768,-5.24014261901,6.07470576111,-0.0324649823871,0.101205019885,0.0,422.738706391027,424.6188878742508,424.1206142432594,424.19598215482205
4.979999999999982,2.62049959689,-9.77367453302,30.6940294643,6.11456774567,0.0291927807689,0.0,1.39249356967,-5.35048590613,5.995897833,-0.0190739562372,0.102901681425,0.0,427.06040021118116,427.2145633964392,426.29196547073883,427.43476373263366
5.0399999999999805,2.70340028296,-10.0984616257,31.0537324562,6.1131438342,0.0352987127071,0.0,1.37030682038,-5.47603685722,5.99403347419,-0.0352183675661,0.0993925118612,0.0,452.12548359878906,451.85137495070563,451.3856271995049,450.08046831070743
